#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   62214; 62267;12 45 37.12;+07 40 23.9; 5.22; 0.322
   62215; 62268;12 45 37.92;-60 58 52.2; 4.69; 1.049
   62269; 62322;12 46 16.87;-68 06 29.1; 3.04;-0.178
   62272; 62325;12 46 22.38;+09 32 26.8; 5.65; 0.989
   62274; 62327;12 46 22.75;-56 29 19.6; 4.62;-0.150
   62303; 62356;12 46 38.75;+16 34 39.5; 5.12; 1.346
   62307; 62360;12 46 46.22;-33 18 55.5; 5.87; 1.326
   62349; 62402;12 47 18.93;+62 46 52.1; 5.88; 0.215
   62370; 62423;12 47 34.34;+66 47 25.1; 5.43; 1.567
   62381; 62434;12 47 43.32;-59 41 19.4; 1.25;-0.238
   62447; 62500;12 48 26.36;-27 35 50.0; 5.65; 0.947
   62459; 62512;12 48 39.34;+60 19 11.6; 5.83; 0.467
   62488; 62541;12 48 54.20;+14 07 21.5; 5.71; 0.024
   62508; 62561;12 49 06.79;+83 25 04.1; 5.92; 0.015
   62519; 62572;12 49 13.80;+83 24 46.3; 5.38; 0.033
   62523; 62576;12 49 17.51;+27 33 08.4; 5.76; 0.051
   62555; 62608;12 49 44.95;-71 59 10.5; 5.55; 1.154
   62588; 62641;12 50 10.81;+37 31 00.8; 5.87; 0.170
   62630; 62683;12 50 41.19;-33 59 57.4; 4.90;-0.031
   62650; 62703;12 50 57.90;-52 47 14.6; 5.70; 0.127
   62679; 62732;12 51 17.98;-60 19 47.2; 5.71; 0.344
   62710; 62763;12 51 41.93;+27 32 26.6; 4.93; 0.681
   62733; 62786;12 51 56.95;-39 40 49.4; 5.99;-0.098
   62808; 62861;12 53 04.26;-54 57 08.9; 5.91; 1.309
   62814; 62867;12 53 06.98;-48 56 35.7; 4.33; 1.344
   62833; 62886;12 53 17.77;+21 14 42.1; 4.89; 0.904
   62841; 62894;12 53 21.90;-60 19 42.6; 5.75; 0.295
   62843; 62896;12 53 26.15;-40 10 43.7; 4.25; 0.224
   62878; 62931;12 53 48.92;-60 22 34.5; 5.89; 0.200
   62903; 62956;12 54 01.63;+55 57 35.4; 1.76;-0.022
   62930; 62983;12 54 18.74;-11 38 54.9; 6.00; 0.068
   62932; 62985;12 54 21.17;-09 32 20.2; 4.77; 1.590
   62950; 63003;12 54 35.66;-57 10 40.4; 4.03;-0.180
   62952; 63005;12 54 36.92;-57 10 07.1; 5.08;-0.089
   62954; 63007;12 54 39.22;-59 08 48.0; 4.62;-0.153
   62971; 63024;12 54 56.54;+47 11 48.3; 5.75; 1.451
   62978; 63031;12 54 58.35;-85 07 24.3; 5.45; 0.991
   62980; 63033;12 54 58.71;-44 09 05.1; 5.89; 0.633
   63013; 63066;12 55 19.46;-42 54 56.5; 5.46; 1.668
   63023; 63076;12 55 28.56;+65 26 18.8; 5.23; 0.303
   63037; 63090;12 55 36.48;+03 23 51.4; 3.39; 1.571
   63065; 63117;12 55 57.14;-56 50 08.9; 5.34; 0.010
   63068; 63121;12 56 00.60;+38 18 52.9; 5.61; 0.337
   63072; 63125;12 56 01.84;+38 19 05.7; 2.89;-0.115
   63090; 63143;12 56 17.64;+54 05 58.1; 5.84; 0.204
   63110; 63165;12 56 31.72;-72 11 06.7; 5.93; 1.115
   63155; 63210;12 57 04.38;-51 11 55.4; 5.17;-0.066
   63285; 63340;12 58 47.30;+75 28 20.9; 6.00; 1.030
   63300; 63355;12 58 55.47;+17 24 33.7; 4.76; 1.568
   63359; 63414;12 59 39.55;-03 48 43.0; 5.79; 0.203
   63377; 63432;12 59 55.28;+66 35 50.3; 5.37; 1.282
   63407; 63462;13 00 16.49;+30 47 06.1; 4.88; 1.165
   63439; 63494;13 00 35.96;-03 22 07.0; 5.99; 1.119
   63448; 63503;13 00 43.59;+56 21 58.8; 4.93; 0.368
   63478; 63533;13 01 09.62;+17 07 23.5; 5.97; 0.971
   63553; 63608;13 02 10.76;+10 57 32.8; 2.85; 0.934
   63559; 63613;13 02 15.78;-71 32 55.7; 3.61; 1.190
   63633; 63688;13 03 05.36;-71 28 32.6; 5.93; 0.002
   63669; 63724;13 03 33.35;-49 31 38.1; 4.83; 0.029
   63683; 63738;13 03 46.03;-20 35 00.6; 5.58; 0.554
   63846; 63901;13 05 44.46;+35 47 55.9; 5.20;-0.059
   63861; 63916;13 05 52.28;+45 16 06.6; 5.64; 1.135
   63890; 63945;13 06 16.73;-48 27 47.7; 4.71;-0.148
   63893; 63948;13 06 21.28;+21 09 12.6; 6.00; 0.393
   63895; 63950;13 06 22.58;+22 36 58.6; 5.53; 1.461
   63917; 63972;13 06 35.05;-41 35 18.3; 5.59; 1.050
   63948; 64003;13 06 54.23;-35 51 42.6; 5.63; 0.050
   63949; 64004;13 06 54.66;-49 54 22.4; 4.27;-0.182
   63967; 64022;13 07 10.71;+27 37 29.7; 4.80; 1.482
   63978; 64033;13 07 24.31;-59 51 37.8; 5.98; 0.435
   63999; 64053;13 07 38.32;-53 27 35.0; 5.70;-0.061
   64023; 64078;13 07 53.80;-10 44 25.4; 5.15; 1.138
   64039; 64094;13 08 07.16;-65 18 21.7; 5.44;-0.033
   64067; 64122;13 08 32.49;-08 59 03.2; 5.57; 1.178
   64111; 64166;13 09 03.28;-23 07 04.7; 4.94; 1.048
   64124; 64179;13 09 12.42;+10 01 20.9; 5.79; 1.025
   64169; 64224;13 09 45.29;-10 19 45.5; 5.95; 1.490
   64171; 64226;13 09 47.89;+16 50 55.1; 5.91; 1.450
   64182; 64238;13 09 57.01;-05 32 20.1; 4.38;-0.008
   64185; 64241;13 09 59.55;+17 31 44.8; 4.32; 0.455
   64190; 64246;13 10 03.27;+38 29 55.9; 5.91; 0.294
   64276; 64332;13 11 08.94;-42 13 58.2; 5.78; 0.521
   64292; 64348;13 11 23.31;-43 22 06.6; 5.24; 1.049
   64334; 64390;13 11 51.38;-69 56 31.3; 5.92; 0.415
   64338; 64394;13 11 52.92;+27 52 33.7; 4.23; 0.572
   64351; 64408;13 12 03.47;-37 48 11.3; 4.85; 0.693
   64352; 64407;13 12 03.48;-16 11 52.5; 5.04; 0.460
   64369; 64425;13 12 17.63;-59 55 13.9; 4.58;-0.073
   64389; 64445;13 12 32.95;+11 33 22.2; 5.76; 1.499
   64410; 64466;13 12 48.77;-66 13 36.4; 5.91; 0.048
   64459; 64515;13 13 23.38;-50 41 59.2; 5.90;-0.011
   64484; 64540;13 13 42.98;+40 09 10.3; 4.94; 1.061
   64521; 64577;13 14 10.97;-19 55 52.8; 5.31; 0.862
   64524; 64580;13 14 12.15;-58 41 02.1; 5.91; 1.084
   64527; 64583;13 14 15.43;-59 06 10.3; 4.90; 0.489
   64532; 64587;13 14 17.36;-78 26 50.8; 5.84; 1.040
   64551; 64607;13 14 31.24;+11 19 54.4; 5.64; 1.514
   64567; 64623;13 14 43.36;-48 57 24.5; 5.84; 1.061
   64605; 64661;13 15 15.00;-67 53 40.4; 4.79;-0.078
   64635; 64692;13 15 32.05;+40 51 18.6; 5.77; 0.198
   64669; 64725;13 15 58.58;-19 56 34.2; 5.21; 1.011
   64736; 64792;13 16 46.71;+09 25 25.3; 5.19; 0.585
   64747; 64803;13 16 53.11;-31 30 21.9; 5.10; 0.959
   64764; 64820;13 17 13.03;-66 47 00.3; 4.86; 1.480
   64766; 64822;13 17 13.92;-43 58 46.0; 5.82; 0.187
   64767; 64823;13 17 15.62;+13 40 32.3; 5.33; 1.304
   64788; 64844;13 17 32.64;+40 34 21.2; 4.72; 0.306
   64796; 64852;13 17 36.29;+05 28 11.4; 4.78; 1.638
   64850; 64906;13 18 14.54;+49 40 55.3; 5.14;-0.049
   64869; 64924;13 18 24.97;-18 18 31.0; 4.74; 0.709
   64871; 64927;13 18 27.71;+34 05 53.9; 5.81; 1.366
   64907; 64962;13 18 55.25;-23 10 17.1; 2.99; 0.920
   65016; 65072;13 20 19.00;+40 09 02.0; 5.60; 1.204
   65053; 65109;13 20 36.07;-36 42 43.5; 2.75; 0.068
   65056; 65112;13 20 37.85;-52 44 52.0; 5.47;-0.125
   65073; 65129;13 20 48.34;-55 48 02.5; 6.00; 0.236
   65088; 65144;13 20 57.76;-46 52 48.2; 5.76; 1.106
   65142; 65198;13 21 41.68;+02 05 14.5; 5.69; 0.045
   65185; 65241;13 22 09.73;+05 09 17.5; 5.89; 0.109
   65191; 65247;13 22 16.29;-52 10 58.6; 5.81; 0.072
   65215; 65271;13 22 37.98;-60 59 18.1; 4.52;-0.141
   65245; 65301;13 23 01.15;-17 44 06.7; 5.36; 0.987
   65267; 65323;13 23 18.91;-04 55 27.8; 5.88; 1.431
   65322; 65378;13 23 55.42;+54 55 31.5; 2.23; 0.057
   65331; 65387;13 24 00.44;-64 32 08.2; 4.52; 0.822
   65364; 65420;13 24 33.14;-05 09 50.1; 5.76; 0.415
   65410; 65466;13 25 06.68;+23 51 16.0; 5.75; 0.090
   65412; 65468;13 25 07.36;-74 53 15.0; 5.04; 1.110
   65418; 65474;13 25 11.60;-11 09 40.5; 0.98;-0.235
   65421; 65477;13 25 13.42;+54 59 16.8; 3.99; 0.169
   65423; 65479;13 25 14.14;-64 29 06.3; 5.32; 0.411
   65466; 65522;13 25 50.40;-70 37 38.1; 5.65;-0.018
   65479; 65535;13 26 07.64;-39 45 17.9; 5.11; 1.181
   65481; 65536;13 26 08.02;+72 23 29.4; 5.82; 1.652
   65489; 65545;13 26 11.48;-01 11 32.9; 5.97; 0.183
   65494; 65550;13 26 16.58;+46 01 41.2; 5.88; 0.985
   65524; 65581;13 26 43.24;-12 42 27.4; 5.27; 1.477
   65536; 65593;13 26 56.12;-41 29 51.2; 5.69; 1.477
   65538; 65595;13 26 57.22;+78 38 37.7; 5.74; 0.769
   65582; 65639;13 27 27.24;-15 58 25.1; 4.76; 1.096
   65664; 65721;13 28 25.95;+13 46 48.7; 4.97; 0.714
   65671; 65728;13 28 27.18;+59 56 44.5; 5.40;-0.010
   65733; 65790;13 29 13.04;+10 49 06.2; 5.65; 1.052
   65753; 65810;13 29 25.26;-51 09 54.4; 5.04; 0.059
   65880; 65936;13 31 02.67;-39 24 26.2; 3.90; 1.186
   65949; 66006;13 31 57.95;-06 15 20.6; 4.68; 1.606
   66008; 66065;13 32 35.96;-28 41 33.8; 5.69; 0.037
   66034; 66091;13 32 51.69;-15 21 46.8; 5.52; 1.228
   66041; 66098;13 32 58.09;-10 09 53.7; 5.21; 0.964
   66141; 66198;13 34 07.33;+55 20 54.4; 5.60;-0.014
   66143; 66200;13 34 07.91;+03 39 32.5; 4.92; 0.029
   66177; 66234;13 34 27.37;+49 00 57.3; 4.68; 0.132
   66190; 66247;13 34 40.48;-13 12 51.5; 5.92; 0.020
   66192; 66249;13 34 41.75;-00 35 45.4; 3.38; 0.114
   66200; 66257;13 34 47.75;+37 10 56.8; 4.91; 0.404
   66263; 66320;13 35 31.29;-05 23 47.0; 5.70; 0.950
   66343; 66400;13 36 48.51;-26 29 42.8; 5.73; 0.220
   66360; 66417;13 36 59.10;+24 36 47.9; 5.72; 1.593
   66370; 66427;13 37 06.05;-44 08 35.4; 5.96; 0.936
   66378; 66435;13 37 11.05;+71 14 32.2; 5.50; 1.219
   66381; 66438;13 37 12.20;-61 41 29.7; 5.63; 0.493
   66397; 66454;13 37 23.50;-46 25 40.2; 5.91;-0.110
   66401; 66458;13 37 27.70;+36 17 41.4; 4.82; 0.239
   66505; 66563;13 38 42.13;-29 33 38.4; 5.81; 0.431
   66517; 66575;13 38 48.96;-57 37 21.7; 6.00; 1.138
   66576; 66634;13 39 30.58;+52 55 15.9; 5.46; 0.113
   66582; 66640;13 39 34.68;+10 44 46.7; 5.57; 0.348
   66598; 66656;13 39 48.59;-40 03 05.7; 5.61; 1.301
   66599; 66657;13 39 53.27;-53 27 58.9; 2.29;-0.171
   66608; 66666;13 39 59.90;-49 57 00.0; 5.74; 1.496
   66623; 66681;13 40 10.80;-64 34 35.6; 5.79; 0.401
   66669; 66727;13 40 40.50;+19 57 20.4; 5.73; 0.017
   66680; 66738;13 40 44.29;+54 40 54.0; 4.63; 1.630
   66695; 66753;13 40 56.18;-85 47 09.6; 5.56; 0.183
   66705; 66763;13 41 02.36;+22 29 45.0; 5.63; 1.009
   66740; 66798;13 41 29.82;+64 49 20.8; 5.85; 0.073
   66745; 66803;13 41 36.83;-08 42 11.1; 5.03; 1.623
   66763; 66821;13 41 44.81;-54 33 33.7; 4.99;-0.055
   66791; 66849;13 42 01.12;-58 47 13.4; 5.38;-0.029
   66820; 66878;13 42 22.94;+82 45 09.0; 5.92; 0.993
   66845; 66903;13 42 39.38;+78 03 51.6; 5.91; 1.000
   66849; 66907;13 42 43.42;+34 59 20.4; 5.98; 0.857
   66866; 66924;13 42 55.06;-41 24 03.4; 5.96; 1.019
   66867; 66925;13 42 56.12;-56 46 04.7; 6.00;-0.096
   66878; 66936;13 43 03.88;+03 32 17.1; 5.35; 1.091
   66926; 66984;13 43 40.10;-42 04 03.0; 5.96;-0.075
   66999; 67057;13 44 29.82;-16 10 44.6; 5.55; 0.805
   67085; 67143;13 45 36.94;-26 06 57.5; 5.81; 0.023
   67095; 67153;13 45 41.57;-33 02 36.1; 4.23; 0.390
   67114; 67172;13 45 56.33;-12 25 35.6; 5.50; 0.898
   67136; 67194;13 46 13.63;+41 05 19.9; 5.88; 0.211
   67152; 67210;13 46 19.10;+38 30 13.2; 5.92; 0.948
   67173; 67231;13 46 35.68;+54 25 57.7; 5.68;-0.039
   67177; 67234;13 46 39.37;-51 25 57.7; 4.64; 0.955
   67181; 67239;13 46 43.33;+25 42 08.6; 5.97; 0.523
   67186; 67244;13 46 56.36;-36 15 06.9; 5.15;-0.007
   67192; 67250;13 46 59.87;+38 32 33.9; 5.51; 1.036
   67217; 67275;13 47 16.04;+17 27 24.4; 4.50; 0.508
   67230; 67288;13 47 25.35;-17 51 35.1; 5.41; 1.623
   67233; 67292;13 47 27.58;-50 14 57.6; 5.92; 0.279
   67242; 67301;13 47 32.55;+49 18 47.9; 1.85;-0.099
   67245; 67304;13 47 38.67;-50 19 14.4; 5.46; 1.351
   67325; 67384;13 48 38.74;+31 11 24.4; 5.61; 1.032
   67398; 67457;13 49 26.75;-34 27 02.3; 4.19; 1.520
   67400; 67459;13 49 28.70;+15 47 52.1; 4.05; 1.520
   67405; 67464;13 49 30.30;-41 41 15.6; 3.41;-0.225
   67413; 67472;13 49 37.01;-42 28 25.3; 3.47;-0.170
   67421; 67480;13 49 42.82;+21 15 50.6; 4.92; 1.432
   67426; 67485;13 49 45.43;+61 29 22.4; 5.97; 0.974
   67435; 67494;13 49 52.34;-18 08 02.7; 4.96; 1.059
   67486; 67545;13 50 24.67;+05 29 50.0; 6.00; 0.899
   67546; 67605;13 51 09.21;+34 39 52.3; 5.89; 1.635
   67569; 67627;13 51 25.94;+64 43 23.8; 4.58; 1.572
   67604; 67663;13 51 47.23;-46 53 55.1; 5.77;-0.153
   67605; 67664;13 51 47.42;-69 24 04.5; 5.73; 1.704
   67606; 67665;13 51 47.49;+34 26 39.5; 4.76; 1.611
   67610; 67669;13 51 49.63;-32 59 38.5; 4.32;-0.146
   67644; 67703;13 52 04.90;-52 48 41.3; 5.26;-0.084
   67723; 67782;13 53 10.36;+28 38 53.0; 5.91; 0.202
   67727; 67786;13 53 12.55;-31 55 39.3; 4.75;-0.111
   67728; 67787;13 53 12.95;+17 55 58.3; 5.71; 0.845
   67760; 67819;13 53 32.82;-35 39 51.1; 5.53; 0.444
   67777; 67836;13 53 43.11;-53 22 23.8; 5.87; 0.009
   67789; 67848;13 53 51.04;+53 43 43.3; 5.70;-0.032
   67802; 67861;13 53 57.25;-47 07 41.4; 5.83;-0.053
   67866; 67927;13 54 41.12;+18 23 54.9; 2.68; 0.580
   67868; 67929;13 54 42.20;-01 30 11.1; 5.16; 1.093
   67881; 67942;13 54 49.14;-67 39 07.4; 5.74; 1.490
   67912; 67973;13 55 12.17;-52 09 38.8; 5.66;-0.072
   67941; 68002;13 55 32.43;-47 17 17.8; 2.55;-0.176
   67949; 68009;13 55 38.99;-82 39 58.1; 5.95; 1.411
   68018; 68079;13 56 19.89;-46 35 33.8; 5.82; 1.140
   68031; 68092;13 56 27.89;+01 03 02.0; 5.90; 0.217
   68039; 68101;13 56 32.99;-54 42 14.8; 6.00; 0.780
   68041; 68103;13 56 34.16;+27 29 31.9; 5.02; 1.441
   68129; 68191;13 57 38.94;-63 41 11.8; 4.71; 1.075
   68183; 68245;13 58 16.28;-42 06 02.5; 3.83;-0.224
   68207; 68269;13 58 31.18;-24 58 19.8; 5.20;-0.086
   68214; 68276;13 58 38.93;+21 41 46.8; 5.76;-0.002
   68220; 68282;13 58 40.77;-44 48 12.7; 3.87;-0.208
   68271; 68333;13 59 17.46;-50 22 10.6; 5.92; 0.957
   68328; 68390;14 00 00.25;-25 00 36.6; 5.77; 0.480
   68394; 68455;14 00 52.61;-66 16 07.9; 5.96; 0.352
   68436; 68498;14 01 20.41;+08 53 41.7; 5.98; 0.089
   68458; 68520;14 01 38.78;+01 32 40.5; 4.23; 0.121
   68461; 68523;14 01 43.49;-45 36 12.1; 4.34; 0.598
   68519; 68581;14 02 22.80;-27 25 47.1; 5.47; 1.331
   68607; 68670;14 03 26.58;-56 12 48.2; 5.93; 1.207
   68640; 68702;14 03 49.44;-60 22 22.7; 0.61;-0.231
   68694; 68756;14 04 23.43;+64 22 32.9; 3.67;-0.049
   68753; 68815;14 05 20.10;-76 47 48.0; 5.69; 1.239
   68800; 68862;14 06 02.79;-41 10 46.5; 4.36;-0.198
   68833; 68895;14 06 22.27;-26 40 55.3; 3.25; 1.091
   68872; 68933;14 06 41.32;-36 22 07.3; 2.06; 1.011
   68878; 68940;14 06 42.91;-09 18 48.7; 5.46; 0.347
   68976; 69038;14 07 55.75;+43 51 16.3; 5.13; 1.493
   69006; 69068;14 08 17.36;+49 27 28.9; 5.26; 1.637
   69050; 69112;14 08 51.01;+77 32 50.8; 4.80; 1.368
   69112; 69174;14 09 35.06;-51 30 16.7; 5.96;-0.053
   69129; 69191;14 09 54.96;-53 26 19.4; 4.74; 0.938
   69163; 69226;14 10 23.95;+25 05 30.6; 4.82; 0.541
   69206; 69269;14 10 50.48;-16 18 07.2; 4.93; 1.684
   69310; 69373;14 12 04.05;+69 25 57.6; 5.18; 1.595
   69326; 69389;14 12 15.83;+02 24 34.2; 4.99;-0.118
   69352; 69415;14 12 46.03;-27 15 40.0; 5.07; 1.130
   69364; 69427;14 12 53.74;-10 16 26.6; 4.18; 1.323
   69399; 69462;14 13 16.42;-53 39 56.3; 5.53; 1.438
   69420; 69483;14 13 28.95;+51 47 24.0; 4.53; 0.233
   69430; 69493;14 13 40.67;-00 50 42.4; 5.89; 0.489
   69472; 69536;14 14 05.33;+12 57 34.5; 5.53; 0.537
   69535; 69598;14 14 42.76;-41 50 14.8; 5.61; 0.929
   69549; 69612;14 14 50.86;+10 06 03.6; 5.29; 1.007
   69555; 69618;14 14 57.16;-57 05 09.9; 5.03;-0.074
   69595; 69658;14 15 24.11;-18 12 02.4; 5.53; 0.001
   69610; 69673;14 15 40.35;+19 11 14.2;-0.05; 1.239
   69638; 69701;14 16 00.88;-05 59 58.3; 4.07; 0.511
   69650; 69713;14 16 10.07;+51 22 01.3; 4.75; 0.236
   69669; 69732;14 16 23.18;+46 05 16.5; 4.18; 0.087
   69700; 69763;14 16 38.73;-66 35 16.4; 5.72;-0.095
   69766; 69829;14 17 28.44;+15 15 48.1; 5.84; 1.678
   69816; 69879;14 17 59.82;+35 30 34.1; 4.80; 1.057
   69833; 69896;14 18 13.97;-81 00 27.4; 4.89; 0.243
   69866; 69929;14 18 38.30;-18 42 57.2; 5.86; 0.013
   69902; 69965;14 19 01.13;-25 48 58.7; 5.87; 0.518
   69911; 69974;14 19 06.60;-13 22 16.2; 4.52; 0.128
   69926; 69989;14 19 16.22;+13 00 15.8; 5.41; 0.385
   69932; 69995;14 19 23.91;-37 00 10.1; 5.93; 0.082
   69933; 69996;14 19 24.23;-46 03 29.1; 3.55;-0.184
   69949; 70012;14 19 32.55;-02 15 55.2; 5.14; 1.023
   69964; 70027;14 19 45.32;+16 18 24.5; 4.84; 1.228
   69973; 70035;14 19 51.70;-61 16 21.9; 5.22; 0.281
   69991; 70054;14 20 09.71;-43 03 31.9; 5.55; 0.907
   70006; 70069;14 20 19.55;-56 23 11.3; 4.30; 0.082
   70027; 70090;14 20 33.48;-37 53 07.0; 4.05;-0.030
   70041; 70104;14 20 42.55;-45 11 12.8; 4.78; 0.310
   70180; 70243;14 22 19.74;-34 47 12.4; 5.57;-0.088
   70185; 70248;14 22 23.20;-80 06 32.1; 5.06;-0.108
   70201; 70264;14 22 37.12;-58 27 33.0; 4.76; 0.795
   70237; 70300;14 23 02.26;-39 30 42.4; 4.41;-0.185
   70243; 70306;14 23 05.91;-27 45 13.4; 4.78; 1.300
   70264; 70327;14 23 22.74;+08 26 47.9; 4.86; 0.010
   70300; 70363;14 23 48.64;-53 10 34.4; 5.99; 1.099
   70321; 70384;14 24 00.88;+08 14 38.4; 5.94; 0.066
   70337; 70400;14 24 11.39;+05 49 12.4; 5.10; 0.124
   70406; 70469;14 24 48.66;-24 48 22.6; 5.34; 0.962
   70429; 70492;14 25 06.34;-68 11 43.2; 5.56; 0.435
   70434; 70497;14 25 12.02;+51 51 06.2; 4.04; 0.497
   70511; 70574;14 26 08.24;-45 13 17.0; 4.56;-0.147
   70513; 70576;14 26 10.80;-45 22 45.3; 4.33; 0.434
   70540; 70602;14 26 27.41;+19 13 36.6; 5.40; 0.231
   70575; 70638;14 26 55.74;-83 40 04.3; 4.31; 1.300
   70594; 70657;14 27 07.11;-65 49 17.8; 5.87; 1.502
   70600; 70663;14 27 12.30;-46 08 02.6; 5.83; 0.311
   70630; 70692;14 27 31.52;+75 41 45.4; 4.25; 1.431
   70690; 70753;14 28 10.44;-29 29 29.7; 4.97;-0.074
   70692; 70755;14 28 12.22;-02 13 40.6; 4.81; 0.693
   70728; 70791;14 28 38.09;+49 50 41.9; 5.58; 0.864
   70732; 70794;14 28 41.73;-06 54 01.5; 5.42; 1.490
   70831; 70894;14 29 50.51;+00 49 44.1; 5.96; 0.159
   70852; 70915;14 30 08.66;-45 19 16.6; 5.51;-0.087
   70868; 70931;14 30 20.99;-49 31 08.1; 5.38; 0.056
   70924; 70987;14 31 10.84;-38 52 11.2; 5.99; 1.060
   70939; 71002;14 31 16.39;-67 43 01.4; 5.84; 1.006
   70990; 71053;14 31 49.86;+30 22 16.1; 3.57; 1.298
   71013; 71075;14 32 04.76;+38 18 28.4; 3.04; 0.191
   71031; 71094;14 32 20.27;+26 40 38.4; 6.00; 0.230
   71047; 71111;14 32 30.93;+55 23 53.0; 5.74; 1.529
   71051; 71115;14 32 32.62;+22 15 35.9; 5.91; 0.391
   71057; 71121;14 32 37.08;-50 27 25.6; 4.44;-0.177
   71120; 71182;14 33 29.97;-52 40 46.1; 5.86; 1.085
   71121; 71184;14 33 32.47;-54 59 55.0; 5.86; 0.482
   71217; 71280;14 34 39.66;+49 22 05.6; 5.74; 1.560
   71221; 71284;14 34 40.69;+29 44 41.3; 4.47; 0.364
   71288; 71352;14 35 30.45;-42 09 27.9; 2.33;-0.157
   71290; 71353;14 35 31.50;-41 31 02.6; 5.88;-0.085
   71356; 71419;14 36 19.06;-46 14 43.8; 5.55; 1.489
   71390; 71453;14 36 44.15;-40 12 41.5; 5.74;-0.112
   71437; 71500;14 37 20.17;-46 08 00.3; 5.39; 0.927
   71473; 71536;14 37 53.25;-49 25 32.7; 4.05;-0.152
   71505; 71568;14 38 12.67;+43 38 31.4; 5.74; 1.481
   71508; 71571;14 38 14.01;+18 17 54.7; 5.90; 1.099
   71510; 71573;14 38 15.21;+54 01 24.2; 5.83; 0.007
   71555; 71618;14 38 50.28;+44 24 16.4; 5.39; 0.030
   71616; 71681;14 39 39.39;-60 50 22.1; 1.35; 0.900
   71619; 71683;14 39 40.90;-60 50 06.5;-0.01; 0.710
   71696; 71759;14 40 42.36;+13 32 03.7; 5.93; 0.238
   71699; 71762;14 40 43.56;+16 25 05.9; 4.49;-0.002
   71720; 71783;14 41 01.41;-36 08 05.4; 5.67;-0.081
   71732; 71795;14 41 08.92;+13 43 42.0; 3.78; 0.044
   71769; 71832;14 41 38.76;+08 09 42.3; 4.86; 0.992
   71774; 71837;14 41 43.62;+11 39 39.4; 5.55; 0.941
   71797; 71860;14 41 55.77;-47 23 17.3; 2.30;-0.154
   71802; 71865;14 41 57.61;-37 47 36.3; 4.01;-0.157
   71845; 71908;14 42 30.69;-64 58 28.5; 3.18; 0.256
   71894; 71957;14 43 03.56;-05 39 26.7; 3.87; 0.385
   71911; 71974;14 43 13.57;-24 59 51.8; 5.70; 0.006
   71932; 71995;14 43 25.37;+26 31 40.4; 4.80; 1.672
   71946; 72010;14 43 39.48;-35 10 23.6; 4.06; 1.356
   71949; 72012;14 43 44.44;+40 27 33.1; 5.72; 1.398
   72041; 72104;14 44 59.20;-35 11 30.6; 4.92; 0.013
   72042; 72105;14 44 59.25;+27 04 27.0; 2.35; 0.966
   72062; 72125;14 45 14.50;+16 57 51.9; 4.60; 0.972
   72068; 72131;14 45 17.25;-62 52 31.6; 5.36; 0.308
   72091; 72154;14 45 30.23;+00 43 02.2; 5.68;-0.021
   72134; 72197;14 46 00.18;-25 26 34.5; 5.15; 0.315
   72145; 72208;14 46 06.00;+15 07 54.3; 5.78; 1.335
   72147; 72210;14 46 06.75;-23 09 10.3; 5.80; 0.980
   72157; 72220;14 46 14.99;+01 53 34.6; 3.73;-0.005
   72187; 72250;14 46 29.03;-47 26 27.9; 5.74; 0.066
   72227; 72290;14 47 01.31;-52 22 59.9; 5.22; 0.984
   72233; 72296;14 47 05.06;-38 17 25.6; 5.90; 1.336
   72260; 72323;14 47 22.56;-25 37 27.2; 5.61;-0.043
   72294; 72357;14 47 44.78;-26 05 14.9; 5.23; 0.938
   72307; 72370;14 47 51.73;-79 02 41.0; 3.83; 1.433
   72315; 72378;14 47 57.56;-26 38 46.1; 5.76;-0.007
   72369; 72432;14 48 38.06;-36 38 04.5; 5.89; 1.369
   72375; 72438;14 48 44.56;-66 35 36.7; 5.91;-0.106
   72424; 72487;14 49 18.68;+46 06 59.0; 5.76; 0.482
   72425; 72488;14 49 18.76;-24 15 05.3; 5.68; 1.275
   72426; 72489;14 49 19.09;-14 08 56.3; 5.32; 0.066
   72461; 72524;14 49 41.36;+48 43 14.0; 5.68; 0.501
   72489; 72552;14 49 58.39;+28 36 57.0; 5.80; 0.046
